1,10000,0.039533055925369265
2,20000,0.040368075585365294
3,30000,0.039227139711380005
4,40000,0.03915447046756745
5,50000,0.03977303156852722
6,60000,0.039619461178779604
7,70000,0.03969363992214203
8,80000,0.03954132986068726
9,90000,0.039543467140197755
10,100000,0.039532442450523377
11,110000,0.03948480935096741
12,120000,0.03919596931934357
13,130000,0.039246581554412845
14,140000,0.039906684827804566
15,150000,0.038755019164085386
16,160000,0.038610498595237734
17,170000,0.03858389399051666
18,180000,0.03831333947181702
19,190000,0.03840925631523132
20,200000,0.03818028380870819
1,10000,0.036789303612709046
2,20000,0.03807511293888092
3,30000,0.03952740032672882
4,40000,0.03779219551086426
5,50000,0.03769297857284546
6,60000,0.037481699752807615
7,70000,0.037489506578445436
8,80000,0.03733113834857941
9,90000,0.037468316674232484
10,100000,0.03741276032924652
11,110000,0.03715585961341858
12,120000,0.0371415479183197
13,130000,0.037379179096221925
14,140000,0.0373112890958786
15,150000,0.03718801856040955
16,160000,0.03725926079750061
17,170000,0.037112826800346374
18,180000,0.037113404726982116
19,190000,0.03729385368824005
20,200000,0.03715388379096985
