epoch,step,min,max,mean,std
1,10000,-0.5899192690849304,-0.5899192690849304,-0.5899192690849304,0.0
2,20000,0.9824885129928589,0.9824885129928589,0.9824885129928589,0.0
3,30000,-2.5034494400024414,-2.5034494400024414,-2.5034494400024414,0.0
4,40000,-4.504227638244629,-4.504227638244629,-4.504227638244629,0.0
5,50000,0.11196565628051758,0.11196565628051758,0.11196565628051758,0.0
6,60000,0.32557767629623413,0.32557767629623413,0.32557767629623413,0.0
7,70000,-0.6365470886230469,-0.6365470886230469,-0.6365470886230469,0.0
8,80000,-2.161846876144409,-2.161846876144409,-2.161846876144409,0.0
9,90000,-1.7636137008666992,-1.7636137008666992,-1.7636137008666992,0.0
10,100000,-3.980523109436035,-3.980523109436035,-3.980523109436035,0.0
11,110000,-0.19751548767089844,-0.19751548767089844,-0.19751548767089844,0.0
12,120000,-4.377140998840332,-4.377140998840332,-4.377140998840332,0.0
13,130000,0.6199657917022705,0.6199657917022705,0.6199657917022705,0.0
14,140000,4.026411056518555,4.026411056518555,4.026411056518555,0.0
15,150000,-1.4100184440612793,-1.4100184440612793,-1.4100184440612793,0.0
16,160000,2.6710052490234375,2.6710052490234375,2.6710052490234375,0.0
17,170000,-2.5981128215789795,-2.5981128215789795,-2.5981128215789795,0.0
18,180000,-0.5881834030151367,-0.5881834030151367,-0.5881834030151367,0.0
19,190000,2.862379789352417,2.862379789352417,2.862379789352417,0.0
20,200000,-0.40964245796203613,-0.40964245796203613,-0.40964245796203613,0.0
