1,10000,0.6338158705949783
2,20000,0.2513432727351785
3,30000,0.10206698219701647
4,40000,0.04165520964562893
5,50000,0.017006553305778653
6,60000,0.006932860071957111
7,70000,0.0028199742398108355
8,80000,0.00114613934372901
9,90000,0.00046518130314943844
10,100000,0.00018862534915897413
11,110000,7.639981057072873e-05
12,120000,3.096898991443595e-05
13,130000,1.2559128729299118e-05
14,140000,5.086038871490928e-06
15,150000,2.062924817937528e-06
16,160000,8.366839044981588e-07
17,170000,3.392744500658296e-07
18,180000,1.3785485574402402e-07
19,190000,5.6134222926829125e-08
20,200000,2.3044907898839285e-08
