epoch,step,min,max,mean,std
1,10000,-1.0766348838806152,-1.0766348838806152,-1.0766348838806152,0.0
2,20000,-0.42830151319503784,-0.42830151319503784,-0.42830151319503784,0.0
3,30000,-0.6787746548652649,-0.6787746548652649,-0.6787746548652649,0.0
4,40000,-0.7907275557518005,-0.7907275557518005,-0.7907275557518005,0.0
5,50000,-1.4623545408248901,-1.4623545408248901,-1.4623545408248901,0.0
6,60000,0.7765417098999023,0.7765417098999023,0.7765417098999023,0.0
7,70000,-0.5755271911621094,-0.5755271911621094,-0.5755271911621094,0.0
8,80000,-1.6835803985595703,-1.6835803985595703,-1.6835803985595703,0.0
9,90000,0.17596912384033203,0.17596912384033203,0.17596912384033203,0.0
10,100000,-0.5353479385375977,-0.5353479385375977,-0.5353479385375977,0.0
11,110000,-0.18808507919311523,-0.18808507919311523,-0.18808507919311523,0.0
12,120000,-0.07391977310180664,-0.07391977310180664,-0.07391977310180664,0.0
13,130000,0.22815513610839844,0.22815513610839844,0.22815513610839844,0.0
14,140000,-0.46867942810058594,-0.46867942810058594,-0.46867942810058594,0.0
15,150000,-0.3428683280944824,-0.3428683280944824,-0.3428683280944824,0.0
16,160000,-0.9990115165710449,-0.9990115165710449,-0.9990115165710449,0.0
17,170000,-0.29257678985595703,-0.29257678985595703,-0.29257678985595703,0.0
18,180000,-0.42575693130493164,-0.42575693130493164,-0.42575693130493164,0.0
19,190000,-0.5914011001586914,-0.5914011001586914,-0.5914011001586914,0.0
20,200000,-0.6275897026062012,-0.6275897026062012,-0.6275897026062012,0.0
