1,10000,0.03501773450374603
2,20000,0.03864205775260925
3,30000,0.032164092445373535
4,40000,0.03272469937801361
5,50000,0.03231874032020569
6,60000,0.03263088133335113
7,70000,0.032523731088638305
8,80000,0.0351139927148819
9,90000,0.036147649312019345
1,10000,0.036551591038703916
2,20000,0.03671173157691956
3,30000,0.03672891607284546
4,40000,0.036676082921028134
5,50000,0.03693519608974457
6,60000,0.03642674968242645
7,70000,0.03663345446586609
8,80000,0.03641502752304077
9,90000,0.036327187061309815
10,100000,0.03996937928199768
11,110000,0.03669327893257141
12,120000,0.03612460713386536
13,130000,0.03616912271976471
14,140000,0.03599699218273163
15,150000,0.0360046594619751
16,160000,0.036305033135414125
17,170000,0.03637870163917541
18,180000,0.03655901074409485
19,190000,0.03649399046897888
20,200000,0.036471819519996646
