epoch,step,min,max,mean,std
1,10000,-1.4877344369888306,0.8390563130378723,-0.02318781055510044,0.10509716719388962
2,20000,-10.064149856567383,2.08128023147583,-0.2076367884874344,0.5045651793479919
3,30000,-1.0068249702453613,2.6617231369018555,0.04204808920621872,0.12950588762760162
4,40000,-4.830767631530762,1.346113681793213,-0.0401061549782753,0.17422012984752655
5,50000,-1.0176054239273071,3.5202341079711914,0.07033988833427429,0.21379154920578003
6,60000,-1.5846995115280151,2.4536285400390625,0.013139326125383377,0.08987143635749817
7,70000,-5.4665207862854,13.71415901184082,0.06613299250602722,0.5324961543083191
8,80000,-15.785696029663086,4.613368988037109,-0.21966998279094696,0.745112955570221
9,90000,-9.062500953674316,2.116743803024292,-0.12955963611602783,0.40844130516052246
10,100000,-9.044440269470215,3.3491649627685547,-0.04956132918596268,0.33494922518730164
11,110000,-8.934883117675781,2.317845344543457,-0.07594165205955505,0.3394522964954376
12,120000,-1.635259985923767,0.9824025630950928,-0.019591379910707474,0.08040956407785416
13,130000,-3.5137367248535156,5.423097610473633,0.03782240301370621,0.22343836724758148
14,140000,-5.271556854248047,4.518879413604736,-0.03868916258215904,0.2013777792453766
15,150000,-1.1908419132232666,4.86370849609375,0.05938553065061569,0.2156951129436493
16,160000,-0.7064274549484253,3.2961080074310303,0.05592727288603783,0.1698710173368454
17,170000,-3.9290261268615723,0.9646070003509521,-0.06689134240150452,0.20978111028671265
18,180000,-3.416843891143799,4.198687553405762,-0.005883528385311365,0.14925076067447662
19,190000,-8.59107494354248,2.24104905128479,-0.10569659620523453,0.3680991530418396
20,200000,-7.064002513885498,1.9420101642608643,-0.11586196720600128,0.374125599861145
