epoch,step,min,max,mean,std
1,10000,-1.5845669507980347,-1.5845669507980347,-1.5845669507980347,0.0
2,20000,0.4108516573905945,0.4108516573905945,0.4108516573905945,0.0
3,30000,0.11729562282562256,0.11729562282562256,0.11729562282562256,0.0
4,40000,0.6824400424957275,0.6824400424957275,0.6824400424957275,0.0
5,50000,-1.0124423503875732,-1.0124423503875732,-1.0124423503875732,0.0
6,60000,-2.0294907093048096,-2.0294907093048096,-2.0294907093048096,0.0
7,70000,-2.1538684368133545,-2.1538684368133545,-2.1538684368133545,0.0
8,80000,0.3261222839355469,0.3261222839355469,0.3261222839355469,0.0
9,90000,-0.3512158989906311,-0.3512158989906311,-0.3512158989906311,0.0
10,100000,-1.5100555419921875,-1.5100555419921875,-1.5100555419921875,0.0
11,110000,-0.5683908462524414,-0.5683908462524414,-0.5683908462524414,0.0
12,120000,-0.3456754684448242,-0.3456754684448242,-0.3456754684448242,0.0
13,130000,0.17849332094192505,0.17849332094192505,0.17849332094192505,0.0
14,140000,0.7098185420036316,0.7098185420036316,0.7098185420036316,0.0
15,150000,-0.742110013961792,-0.742110013961792,-0.742110013961792,0.0
16,160000,0.05870097875595093,0.05870097875595093,0.05870097875595093,0.0
17,170000,-0.9615946412086487,-0.9615946412086487,-0.9615946412086487,0.0
18,180000,0.7152868509292603,0.7152868509292603,0.7152868509292603,0.0
19,190000,-1.6760444641113281,-1.6760444641113281,-1.6760444641113281,0.0
20,200000,-1.2238428592681885,-1.2238428592681885,-1.2238428592681885,0.0
