epoch,step,min,max,mean,std
1,10000,-0.42524051666259766,0.016360361129045486,-0.08657753467559814,0.1524064838886261
2,20000,-0.3047271966934204,0.024592749774456024,-0.0651172399520874,0.11217454820871353
3,30000,-0.017194116488099098,0.11508070677518845,0.018785418942570686,0.04475617781281471
4,40000,-0.34374549984931946,0.22452645003795624,0.029231971129775047,0.18474961817264557
5,50000,-0.2124520093202591,0.08698230981826782,-0.022766688838601112,0.10277175158262253
6,60000,-0.0148102305829525,0.1085452288389206,0.037175051867961884,0.04567490890622139
7,70000,-0.08287955820560455,0.07088825106620789,-0.006626324262470007,0.04818242788314819
8,80000,-0.2395346313714981,0.0767003670334816,-0.0067665153183043,0.11131935566663742
9,90000,-0.08655647933483124,0.1922990381717682,0.05492538586258888,0.10187438130378723
10,100000,-0.07485295832157135,0.03727369010448456,-0.02161329798400402,0.0427960529923439
11,110000,-0.06573490798473358,0.14463403820991516,0.007406808435916901,0.06896992772817612
12,120000,-0.05510371923446655,0.09642274677753448,0.00449076434597373,0.049630455672740936
13,130000,-0.11432461440563202,0.043443795293569565,-0.016480078920722008,0.047611791640520096
14,140000,0.018693923950195312,0.5725477933883667,0.1612611562013626,0.18991467356681824
15,150000,-0.042328231036663055,0.038839202374219894,-0.008916753344237804,0.02645646035671234
16,160000,-0.09131692349910736,0.360540509223938,0.04753677919507027,0.15003977715969086
17,170000,-0.012752097100019455,0.11858171224594116,0.04161684960126877,0.05466235801577568
18,180000,-0.07315866649150848,0.04116743430495262,0.002991816960275173,0.037555813789367676
19,190000,-0.16934248805046082,0.29579558968544006,0.08241603523492813,0.1621706485748291
20,200000,-0.019512882456183434,0.0378262922167778,0.010763094760477543,0.023257069289684296
