epoch,step,min,max,mean,std
1,10000,-0.2555526793003082,0.46073848009109497,0.017984917387366295,0.07635084539651871
2,20000,-0.40892553329467773,0.36163249611854553,-0.028854629024863243,0.09186816215515137
3,30000,-0.5594102740287781,0.5868306756019592,-0.01250412780791521,0.11937131732702255
4,40000,-0.8220410346984863,0.3582577407360077,-0.038954637944698334,0.13007254898548126
5,50000,-0.27795636653900146,0.31054168939590454,0.0019344226457178593,0.05890508368611336
6,60000,-0.6971774101257324,0.19648072123527527,-0.02875378169119358,0.08994317054748535
7,70000,-0.3283596336841583,0.13137131929397583,-0.0231686532497406,0.05700237676501274
8,80000,-0.5421063899993896,0.35667723417282104,0.013534210622310638,0.06737574934959412
9,90000,-0.7185461521148682,0.16216367483139038,-0.014220996759831905,0.0687154158949852
10,100000,-0.9167987704277039,0.4330800175666809,-0.02199721336364746,0.10447116941213608
11,110000,-0.35706979036331177,0.8713546991348267,0.021147703751921654,0.07541373372077942
12,120000,-1.0425524711608887,0.29586225748062134,-0.019532280042767525,0.08894606679677963
13,130000,-2.247551679611206,0.3256875276565552,-0.04208984971046448,0.16160418093204498
14,140000,-2.052579164505005,0.3432151675224304,-0.03731076419353485,0.1369645744562149
15,150000,-0.8624045848846436,1.948879361152649,0.009686878882348537,0.13553164899349213
16,160000,-0.7676193118095398,3.4807825088500977,0.05881870165467262,0.22951625287532806
17,170000,-0.8089694976806641,0.6555445790290833,-0.023970842361450195,0.09257365763187408
18,180000,-2.786515712738037,1.3800160884857178,-0.010974577628076077,0.19388961791992188
19,190000,-0.6207906603813171,1.9710495471954346,0.03737451136112213,0.1525297313928604
20,200000,-2.078211545944214,0.6468055248260498,-0.021178364753723145,0.12855732440948486
