epoch,step,min,max,mean,std
1,10000,-0.011789447627961636,0.010617813095450401,-0.0008538688998669386,0.004312766715884209
2,20000,-0.020768143236637115,0.02039293572306633,-0.0003524753265082836,0.006382730323821306
3,30000,-0.010666624642908573,0.017303839325904846,0.0007591535104438663,0.004440048709511757
4,40000,-0.010620680637657642,0.017450589686632156,0.0007626722799614072,0.004563014023005962
5,50000,-0.024758227169513702,0.018050987273454666,-0.0010263037402182817,0.006201101467013359
6,60000,-0.02373116835951805,0.019222907721996307,-0.0006849486380815506,0.005669588688760996
7,70000,-0.006003892049193382,0.006127563305199146,-0.0001552104949951172,0.002270675962790847
8,80000,-0.02012120559811592,0.02742956206202507,0.00034977737232111394,0.007130639161914587
9,90000,-0.015165545977652073,0.014238528907299042,0.00022957156761549413,0.004836073610931635
10,100000,-0.01569814234972,0.005923585966229439,-0.0005636771093122661,0.0024641079362481833
11,110000,-0.017434708774089813,0.017171692103147507,-0.0003912233514711261,0.004713121335953474
12,120000,-0.00573530001565814,0.007371667306870222,0.00021242440561763942,0.0019982501398772
13,130000,-0.007180460263043642,0.005012148059904575,-0.00035041390219703317,0.0020749936811625957
14,140000,-0.00404385756701231,0.006137866526842117,0.00046205634134821594,0.0019569466821849346
15,150000,-0.010834058746695518,0.006154443137347698,-0.0006765619618818164,0.0023582568392157555
16,160000,-0.006898779422044754,0.009022492915391922,-0.00014606495096813887,0.0017661253223195672
17,170000,-0.004168988671153784,0.004327109083533287,-2.4306040359078906e-05,0.0013248599134385586
18,180000,-0.013910073786973953,0.009407978504896164,-0.0008973267395049334,0.0031359470449388027
19,190000,-0.006227512843906879,0.011151248589158058,-0.00021801961702294648,0.002312382450327277
20,200000,-0.008766463957726955,0.005925909150391817,-0.0006109826499596238,0.002209339989349246
