epoch,step,min,max,mean,std
1,10000,-0.1891968995332718,-0.1891968995332718,-0.1891968995332718,0.0
2,20000,0.0977461040019989,0.0977461040019989,0.0977461040019989,0.0
3,30000,-0.1688546985387802,-0.1688546985387802,-0.1688546985387802,0.0
4,40000,-0.21382981538772583,-0.21382981538772583,-0.21382981538772583,0.0
5,50000,-0.08723729103803635,-0.08723729103803635,-0.08723729103803635,0.0
6,60000,-0.09780118614435196,-0.09780118614435196,-0.09780118614435196,0.0
7,70000,-0.02581004798412323,-0.02581004798412323,-0.02581004798412323,0.0
8,80000,-0.05229249224066734,-0.05229249224066734,-0.05229249224066734,0.0
9,90000,0.07577478885650635,0.07577478885650635,0.07577478885650635,0.0
10,100000,-0.07605664432048798,-0.07605664432048798,-0.07605664432048798,0.0
11,110000,-0.040733300149440765,-0.040733300149440765,-0.040733300149440765,0.0
12,120000,-0.01682540774345398,-0.01682540774345398,-0.01682540774345398,0.0
13,130000,0.08686082065105438,0.08686082065105438,0.08686082065105438,0.0
14,140000,0.052747681736946106,0.052747681736946106,0.052747681736946106,0.0
15,150000,0.11666218191385269,0.11666218191385269,0.11666218191385269,0.0
16,160000,0.07829219102859497,0.07829219102859497,0.07829219102859497,0.0
17,170000,-0.07973393052816391,-0.07973393052816391,-0.07973393052816391,0.0
18,180000,-0.0923609584569931,-0.0923609584569931,-0.0923609584569931,0.0
19,190000,0.05250729247927666,0.05250729247927666,0.05250729247927666,0.0
20,200000,-0.08852532505989075,-0.08852532505989075,-0.08852532505989075,0.0
