1,10000,3.2475952473521232
2,20000,1.2079998829722405
3,30000,0.34286368662938477
4,40000,0.025115479233057705
5,50000,-0.009958441943972138
6,60000,-0.03263208442919422
7,70000,-0.24096029662294313
8,80000,-1.777014824834466
9,90000,-6.661582633006573
10,100000,-15.25008346915245
11,110000,-16.127618135797977
12,120000,-7.784523762881756
13,130000,-6.902040493631363
14,140000,-4.693495224666595
15,150000,-0.25243376663327216
16,160000,7.457082048672437
17,170000,40.15736449322701
18,180000,55.06382961959839
19,190000,16.228178366899492
20,200000,0.930528382300958
