epoch,step,min,max,mean,std
1,10000,-3.623629093170166,1.907438039779663,-0.3932700753211975,0.791057825088501
2,20000,-4.7307634353637695,14.302764892578125,1.7390549182891846,3.0017547607421875
3,30000,-21.35700225830078,4.790763854980469,-2.4468114376068115,4.140901565551758
4,40000,-6.937408924102783,3.495546817779541,-0.8634739518165588,1.450699806213379
5,50000,-4.048247814178467,1.1428813934326172,-0.3083414137363434,0.5966737866401672
6,60000,-20.021249771118164,39.251190185546875,4.711503028869629,8.359930038452148
7,70000,-4.4088287353515625,3.8137736320495605,-0.5211570858955383,0.9500565528869629
8,80000,-3.493152141571045,3.77364444732666,-0.040576305240392685,0.8549189567565918
9,90000,-25.5579833984375,57.86988067626953,7.336615562438965,12.548394203186035
10,100000,-23.367610931396484,6.691619396209717,-2.724522590637207,4.633416652679443
11,110000,-2.069692850112915,4.1369524002075195,0.4480673670768738,0.9474492073059082
12,120000,-2.054518938064575,5.236604690551758,0.8498358130455017,1.2450155019760132
13,130000,-7.438539981842041,9.436668395996094,1.1113868951797485,1.9137009382247925
14,140000,-28.23404884338379,35.32185363769531,4.7154083251953125,8.356356620788574
15,150000,-14.367215156555176,6.570533275604248,-1.918375015258789,3.170067548751831
16,160000,-19.54069709777832,40.287254333496094,4.69769287109375,9.108420372009277
17,170000,-18.45631980895996,5.542567253112793,-2.3563995361328125,3.8206698894500732
18,180000,-11.669419288635254,8.225950241088867,-0.9392290115356445,2.2646231651306152
19,190000,-6.996408939361572,4.30601692199707,0.331012487411499,0.9944812059402466
20,200000,-12.19955825805664,5.880037307739258,-1.606034755706787,2.5515835285186768
