1,10000,-40.671509382629395
1,10000,-6.816392687273026
2,20000,-2.9106071682095527
3,30000,-1.2102795518398284
4,40000,-0.49131131789684296
5,50000,-0.19918728633895516
6,60000,-0.07996008542180061
7,70000,-0.032253069086745384
8,80000,-0.01308595680790022
9,90000,-0.005347455962165259
10,100000,-0.002189810831483919
11,110000,-0.0008918335977854439
12,120000,-0.0003612963984865928
13,130000,-0.00014580982441839295
14,140000,-5.8898661481725864e-05
15,150000,-2.391791339041447e-05
16,160000,-9.68112964469583e-06
17,170000,-3.9142639069268625e-06
18,180000,-1.5892148553177777e-06
19,190000,-6.527559882670175e-07
20,200000,-2.731840614757175e-07
