epoch,step,min,max,mean,std
1,10000,-0.17733627557754517,0.2260410189628601,0.0001120648012147285,0.03325250744819641
2,20000,-0.22851215302944183,0.12307214736938477,-0.0076526193879544735,0.03759191557765007
3,30000,-0.20364493131637573,0.03905675187706947,-0.011648180894553661,0.02847622148692608
4,40000,-0.18980520963668823,0.493699312210083,0.02381402812898159,0.06876914203166962
5,50000,-0.02635597437620163,0.17994245886802673,0.010946460999548435,0.024930987507104874
6,60000,-0.4389050602912903,0.10005034506320953,-0.005668956320732832,0.04457949846982956
7,70000,-0.0905904695391655,0.1216762363910675,-0.0003752301272470504,0.017932457849383354
8,80000,-0.036498282104730606,0.12650087475776672,0.0026675767730921507,0.015740681439638138
9,90000,-0.23783612251281738,0.2333787977695465,-0.0011601103469729424,0.028904223814606667
10,100000,-0.06050708144903183,0.06577903032302856,0.002711501671001315,0.00939736794680357
11,110000,-0.09299368411302567,0.07861125469207764,0.00032055354677140713,0.012205655686557293
12,120000,-0.04736676067113876,0.077129065990448,0.0038340846076607704,0.011204793117940426
13,130000,-0.1811809241771698,0.04193072021007538,-0.008092012256383896,0.02036852017045021
14,140000,-0.8027619123458862,0.2893564999103546,-0.010268214158713818,0.06392873823642731
15,150000,-0.06401067972183228,0.11315681040287018,0.0015202787471935153,0.013925707899034023
16,160000,-0.17634977400302887,0.04192720726132393,-0.006039593834429979,0.01619689166545868
17,170000,-0.11521463096141815,0.09431786835193634,4.968512803316116e-05,0.012211819179356098
18,180000,-0.09823690354824066,0.2822282314300537,0.002646635053679347,0.023034244775772095
19,190000,-0.03664631396532059,0.05805707350373268,0.0004622451961040497,0.00872824713587761
20,200000,-0.07483179867267609,0.15671293437480927,0.002649998292326927,0.013506620191037655
