epoch,step,min,max,mean,std
1,10000,-0.060642436146736145,8.105342864990234,3.7728536128997803,3.5768027305603027
2,20000,-14.830546379089355,0.051654666662216187,-7.161154747009277,6.718940734863281
3,30000,-17.130624771118164,0.38211679458618164,-8.184656143188477,7.739640235900879
4,40000,-5.379939556121826,0.2934577763080597,-2.571894884109497,2.4299392700195312
5,50000,-26.825031280517578,0.1219596117734909,-13.129261016845703,12.435980796813965
6,60000,-0.9546651840209961,0.23328369855880737,-0.3460449278354645,0.34339404106140137
7,70000,-58.07145690917969,0.15127311646938324,-28.528827667236328,26.96875762939453
8,80000,-26.349231719970703,0.24484512209892273,-12.960966110229492,12.276205062866211
9,90000,-21.408687591552734,0.11653916537761688,-10.576358795166016,10.020034790039062
10,100000,-38.41117858886719,3.1508786833001068e-06,-18.92205047607422,17.925674438476562
11,110000,-0.11255794763565063,12.851837158203125,6.3771491050720215,6.027388572692871
12,120000,-15.963167190551758,0.21185092628002167,-7.882771015167236,7.485372543334961
13,130000,-0.028049930930137634,2.448737144470215,1.1861703395843506,1.0973671674728394
14,140000,-28.163898468017578,0.015520405024290085,-13.932394981384277,13.200103759765625
15,150000,-50.680110931396484,0.018089141696691513,-25.10956573486328,23.805953979492188
16,160000,-29.334148406982422,0.04515508562326431,-14.576449394226074,13.823942184448242
17,170000,-36.75946044921875,0.03502201661467552,-18.174259185791016,17.222387313842773
18,180000,-5.187356472015381,0.5155024528503418,-2.28035831451416,2.191265821456909
19,190000,-22.77471923828125,0.037060149013996124,-11.226622581481934,10.63646411895752
20,200000,-43.20561981201172,0.2922029495239258,-21.619457244873047,20.469532012939453
