1,10000,0.03424721751213074
2,20000,0.03476838676929474
3,30000,0.03478950850963593
4,40000,0.03504115028381348
5,50000,0.03479095885753632
6,60000,0.03469062533378601
7,70000,0.03479504451751709
8,80000,0.034690293192863465
9,90000,0.03585751860141754
1,10000,0.033249707317352294
2,20000,0.03343121619224548
3,30000,0.03341538479328156
4,40000,0.03354957149028778
5,50000,0.03351024165153504
6,60000,0.03334848604202271
7,70000,0.03345342292785645
8,80000,0.03351764695644378
9,90000,0.033466991114616394
10,100000,0.033526008868217466
11,110000,0.03348637237548828
12,120000,0.03329402575492859
13,130000,0.03340076277256012
14,140000,0.033304013848304746
15,150000,0.03321635601520538
16,160000,0.03331917045116425
17,170000,0.033420137882232664
18,180000,0.03338844375610352
19,190000,0.033447536444664
20,200000,0.03332257945537567
