epoch,step,min,max,mean,std
1,10000,-32.77471923828125,8.087601661682129,-2.3665881156921387,4.897045135498047
2,20000,-5.004065036773682,28.46834945678711,1.7234660387039185,4.208785533905029
3,30000,-8.771342277526855,68.27320861816406,4.553432464599609,10.070569038391113
4,40000,-143.76126098632812,16.35007667541504,-9.073991775512695,20.497560501098633
5,50000,-40.905094146728516,8.633769989013672,-2.984522819519043,6.879522323608398
6,60000,-263.99273681640625,29.39225196838379,-16.548051834106445,37.9609489440918
7,70000,-117.24785614013672,17.905553817749023,-7.0166473388671875,16.477155685424805
8,80000,-12.38166332244873,118.24461364746094,7.008841514587402,16.646615982055664
9,90000,-68.71615600585938,8.763468742370605,-3.791766881942749,9.7058687210083
10,100000,-18.005550384521484,42.67424011230469,2.429081916809082,6.712636470794678
11,110000,-95.40665435791016,15.304486274719238,-5.156764030456543,14.124625205993652
12,120000,-9.114253997802734,99.29139709472656,5.413325786590576,13.790655136108398
13,130000,-36.63462448120117,23.051349639892578,-1.4443402290344238,5.462729454040527
14,140000,-12.01831340789795,149.77987670898438,8.33603286743164,20.525020599365234
15,150000,-10.475773811340332,162.75852966308594,9.041244506835938,22.208646774291992
16,160000,-90.5146484375,31.003726959228516,-5.186641693115234,13.929553031921387
17,170000,-263.6034240722656,18.901926040649414,-14.187541961669922,35.76229476928711
18,180000,-26.785564422607422,18.010589599609375,-0.19296908378601074,2.9893033504486084
19,190000,-23.492998123168945,30.783248901367188,0.4961162209510803,4.019057273864746
20,200000,-11.283809661865234,52.243125915527344,2.4220781326293945,6.42834997177124
